株ID,株名,最小,最大
2290,欧州株2290,14044,14544
2291,欧州株2291,13645,14045
2292,欧州株2292,14045,14545
2293,欧州株2293,13646,14046
2294,欧州株2294,14046,14546
2295,欧州株2295,13647,14047
2296,欧州株2296,14047,14547
2297,欧州株2297,13648,14048
2298,欧州株2298,14048,14548
2299,欧州株2299,13649,14049
2300,欧州株2300,14049,14549
2301,欧州株2301,13650,14050
2302,欧州株2302,14050,14550
2303,欧州株2303,13651,14051
2304,欧州株2304,14051,14551
2305,欧州株2305,13652,14052
2306,欧州株2306,14052,14552
2307,欧州株2307,13653,14053
2308,欧州株2308,14053,14553
2309,欧州株2309,13654,14054
2310,欧州株2310,14054,14554
2311,欧州株2311,13655,14055
2312,欧州株2312,14055,14555
2313,欧州株2313,13656,14056
2314,欧州株2314,14056,14556
2315,欧州株2315,13657,14057
2316,欧州株2316,14057,14557
2317,欧州株2317,13658,14058
2318,欧州株2318,14058,14558
2319,欧州株2319,13659,14059
2320,欧州株2320,14059,14559
2321,欧州株2321,13660,14060
2322,欧州株2322,14060,14560
2323,欧州株2323,13661,14061
2324,欧州株2324,14061,14561
2325,欧州株2325,13662,14062
2326,欧州株2326,14062,14562
2327,欧州株2327,13663,14063
2328,欧州株2328,14063,14563
2329,欧州株2329,13664,14064
2330,欧州株2330,14064,14564
2331,欧州株2331,13665,14065
2332,欧州株2332,14065,14565
2333,欧州株2333,13666,14066
2334,欧州株2334,14066,14566
2335,欧州株2335,13667,14067
2336,欧州株2336,14067,14567
2337,欧州株2337,13668,14068
2338,欧州株2338,14068,14568
2339,欧州株2339,13669,14069
2340,欧州株2340,14069,14569
2341,欧州株2341,13670,14070
2342,欧州株2342,14070,14570
2343,欧州株2343,13671,14071
2344,欧州株2344,14071,14571
2345,欧州株2345,13672,14072
2346,欧州株2346,14072,14572
2347,欧州株2347,13673,14073
2348,欧州株2348,14073,14573
2349,欧州株2349,13674,14074
2350,欧州株2350,14074,14574
2351,欧州株2351,13675,14075
2352,欧州株2352,14075,14575
2353,欧州株2353,13676,14076
2354,欧州株2354,14076,14576
2355,欧州株2355,13677,14077
2356,欧州株2356,14077,14577
2357,欧州株2357,13678,14078
2358,欧州株2358,14078,14578
2359,欧州株2359,13679,14079
2360,欧州株2360,14079,14579
2361,欧州株2361,13680,14080
2362,欧州株2362,14080,14580
2363,欧州株2363,13681,14081
2364,欧州株2364,14081,14581
2365,欧州株2365,13682,14082
2366,欧州株2366,14082,14582
2367,欧州株2367,13683,14083
2368,欧州株2368,14083,14583
2369,欧州株2369,13684,14084
2370,欧州株2370,14084,14584
2371,欧州株2371,13685,14085
2372,欧州株2372,14085,14585
2373,欧州株2373,13686,14086
2374,欧州株2374,14086,14586
2375,欧州株2375,13687,14087
2376,欧州株2376,14087,14587
2377,欧州株2377,13688,14088
2378,欧州株2378,14088,14588
2379,欧州株2379,13689,14089
2380,欧州株2380,14089,14589
2381,欧州株2381,13690,14090
2382,欧州株2382,14090,14590
2383,欧州株2383,13691,14091
2384,欧州株2384,14091,14591
2385,欧州株2385,13692,14092
2386,欧州株2386,14092,14592
2387,欧州株2387,13693,14093
2388,欧州株2388,14093,14593
2389,欧州株2389,13694,14094
2390,欧州株2390,14094,14594
2391,欧州株2391,13695,14095
2392,欧州株2392,14095,14595
2393,欧州株2393,13696,14096
2394,欧州株2394,14096,14596
2395,欧州株2395,13697,14097
2396,欧州株2396,14097,14597
2397,欧州株2397,13698,14098
2398,欧州株2398,14098,14598
2399,欧州株2399,13699,14099
2400,欧州株2400,14099,14599
2401,欧州株2401,13700,14100
2402,欧州株2402,14100,14600
2403,欧州株2403,13701,14101
2404,欧州株2404,14101,14601
2405,欧州株2405,13702,14102
2406,欧州株2406,14102,14602
2407,欧州株2407,13703,14103
2408,欧州株2408,14103,14603
2409,欧州株2409,13704,14104
2410,欧州株2410,14104,14604
2411,欧州株2411,13705,14105
2412,欧州株2412,14105,14605
2413,欧州株2413,13706,14106
2414,欧州株2414,14106,14606
2415,欧州株2415,13707,14107
2416,欧州株2416,14107,14607
2417,欧州株2417,13708,14108
2418,欧州株2418,14108,14608
2419,欧州株2419,13709,14109
2420,欧州株2420,14109,14609
2421,欧州株2421,13710,14110
2422,欧州株2422,14110,14610
2423,欧州株2423,13711,14111
2424,欧州株2424,14111,14611
2425,欧州株2425,13712,14112
2426,欧州株2426,14112,14612
2427,欧州株2427,13713,14113
2428,欧州株2428,14113,14613
2429,欧州株2429,13714,14114
2430,欧州株2430,14114,14614
2431,欧州株2431,13715,14115
2432,欧州株2432,14115,14615
2433,欧州株2433,13716,14116
2434,欧州株2434,14116,14616
2435,欧州株2435,13717,14117
2436,欧州株2436,14117,14617
2437,欧州株2437,13718,14118
2438,欧州株2438,14118,14618
2439,欧州株2439,13719,14119
2440,欧州株2440,14119,14619
2441,欧州株2441,13720,14120
2442,欧州株2442,14120,14620
2443,欧州株2443,13721,14121
2444,欧州株2444,14121,14621
2445,欧州株2445,13722,14122
2446,欧州株2446,14122,14622
2447,欧州株2447,13723,14123
2448,欧州株2448,14123,14623
2449,欧州株2449,13724,14124
2450,欧州株2450,14124,14624
2451,欧州株2451,13725,14125
2452,欧州株2452,14125,14625
2453,欧州株2453,13726,14126
2454,欧州株2454,14126,14626
2455,欧州株2455,13727,14127
2456,欧州株2456,14127,14627
2457,欧州株2457,13728,14128
2458,欧州株2458,14128,14628
2459,欧州株2459,13729,14129
2460,欧州株2460,14129,14629
2461,欧州株2461,13730,14130
2462,欧州株2462,14130,14630
2463,欧州株2463,13731,14131
2464,欧州株2464,14131,14631
2465,欧州株2465,13732,14132
2466,欧州株2466,14132,14632
2467,欧州株2467,13733,14133
2468,欧州株2468,14133,14633
2469,欧州株2469,13734,14134
2470,欧州株2470,14134,14634
2471,欧州株2471,13735,14135
2472,欧州株2472,14135,14635
2473,欧州株2473,13736,14136
2474,欧州株2474,14136,14636
2475,欧州株2475,13737,14137
2476,欧州株2476,14137,14637
2477,欧州株2477,13738,14138
2478,欧州株2478,14138,14638
2479,欧州株2479,13739,14139
2480,欧州株2480,14139,14639
2481,欧州株2481,13740,14140
2482,欧州株2482,14140,14640
2483,欧州株2483,13741,14141
2484,欧州株2484,14141,14641
2485,欧州株2485,13742,14142
2486,欧州株2486,14142,14642
2487,欧州株2487,13743,14143
2488,欧州株2488,14143,14643
2489,欧州株2489,13744,14144
2490,欧州株2490,14144,14644
2491,欧州株2491,13745,14145
2492,欧州株2492,14145,14645
2493,欧州株2493,13746,14146
2494,欧州株2494,14146,14646
2495,欧州株2495,13747,14147
2496,欧州株2496,14147,14647
2497,欧州株2497,13748,14148
2498,欧州株2498,14148,14648
2499,欧州株2499,13749,14149
2500,欧州株2500,14149,14649
2501,欧州株2501,13750,14150
2502,欧州株2502,14150,14650
2503,欧州株2503,13751,14151
2504,欧州株2504,14151,14651
2505,欧州株2505,13752,14152
2506,欧州株2506,14152,14652
2507,欧州株2507,13753,14153
2508,欧州株2508,14153,14653
2509,欧州株2509,13754,14154
2510,欧州株2510,14154,14654
2511,欧州株2511,13755,14155
2512,欧州株2512,14155,14655
2513,欧州株2513,13756,14156
2514,欧州株2514,14156,14656
2515,欧州株2515,13757,14157
2516,欧州株2516,14157,14657
2517,欧州株2517,13758,14158
2518,欧州株2518,14158,14658
2519,欧州株2519,13759,14159
2520,欧州株2520,14159,14659
2521,欧州株2521,13760,14160
2522,欧州株2522,14160,14660
2523,欧州株2523,13761,14161
2524,欧州株2524,14161,14661
2525,欧州株2525,13762,14162
2526,欧州株2526,14162,14662
2527,欧州株2527,13763,14163
2528,欧州株2528,14163,14663
2529,欧州株2529,13764,14164
2530,欧州株2530,14164,14664
2531,欧州株2531,13765,14165
2532,欧州株2532,14165,14665
2533,欧州株2533,13766,14166
2534,欧州株2534,14166,14666
2535,欧州株2535,13767,14167
2536,欧州株2536,14167,14667
2537,欧州株2537,13768,14168
2538,欧州株2538,14168,14668
2539,欧州株2539,13769,14169
2540,欧州株2540,14169,14669
2541,欧州株2541,13770,14170
2542,欧州株2542,14170,14670
2543,欧州株2543,13771,14171
2544,欧州株2544,14171,14671
2545,欧州株2545,13772,14172
2546,欧州株2546,14172,14672
2547,欧州株2547,13773,14173
2548,欧州株2548,14173,14673
2549,欧州株2549,13774,14174
2550,欧州株2550,14174,14674
2551,欧州株2551,13775,14175
2552,欧州株2552,14175,14675
2553,欧州株2553,13776,14176
2554,欧州株2554,14176,14676
2555,欧州株2555,13777,14177
2556,欧州株2556,14177,14677
2557,欧州株2557,13778,14178
2558,欧州株2558,14178,14678
2559,欧州株2559,13779,14179
2560,欧州株2560,14179,14679
2561,欧州株2561,13780,14180
2562,欧州株2562,14180,14680
2563,欧州株2563,13781,14181
2564,欧州株2564,14181,14681
2565,欧州株2565,13782,14182
2566,欧州株2566,14182,14682
2567,欧州株2567,13783,14183
2568,欧州株2568,14183,14683
2569,欧州株2569,13784,14184
2570,欧州株2570,14184,14684
2571,欧州株2571,13785,14185
2572,欧州株2572,14185,14685
2573,欧州株2573,13786,14186
2574,欧州株2574,14186,14686
2575,欧州株2575,13787,14187
2576,欧州株2576,14187,14687
2577,欧州株2577,13788,14188
2578,欧州株2578,14188,14688
2579,欧州株2579,13789,14189
2580,欧州株2580,14189,14689
2581,欧州株2581,13790,14190
2582,欧州株2582,14190,14690
2583,欧州株2583,13791,14191
2584,欧州株2584,14191,14691
2585,欧州株2585,13792,14192
2586,欧州株2586,14192,14692
2587,欧州株2587,13793,14193
2588,欧州株2588,14193,14693
2589,欧州株2589,13794,14194
2590,欧州株2590,14194,14694
2591,欧州株2591,13795,14195
2592,欧州株2592,14195,14695
2593,欧州株2593,13796,14196
2594,欧州株2594,14196,14696
2595,欧州株2595,13797,14197
2596,欧州株2596,14197,14697
2597,欧州株2597,13798,14198
2598,欧州株2598,14198,14698
2599,欧州株2599,13799,14199
2600,欧州株2600,14199,14699
2601,欧州株2601,13800,14200
2602,欧州株2602,14200,14700
2603,欧州株2603,13801,14201
2604,欧州株2604,14201,14701
2605,欧州株2605,13802,14202
2606,欧州株2606,14202,14702
2607,欧州株2607,13803,14203
2608,欧州株2608,14203,14703
2609,欧州株2609,13804,14204
2610,欧州株2610,14204,14704
2611,欧州株2611,13805,14205
2612,欧州株2612,14205,14705
2613,欧州株2613,13806,14206
2614,欧州株2614,14206,14706
2615,欧州株2615,13807,14207
2616,欧州株2616,14207,14707
2617,欧州株2617,13808,14208
2618,欧州株2618,14208,14708
2619,欧州株2619,13809,14209
2620,欧州株2620,14209,14709
2621,欧州株2621,13810,14210
2622,欧州株2622,14210,14710
2623,欧州株2623,13811,14211
2624,欧州株2624,14211,14711
2625,欧州株2625,13812,14212
2626,欧州株2626,14212,14712
2627,欧州株2627,13813,14213
2628,欧州株2628,14213,14713
2629,欧州株2629,13814,14214
2630,欧州株2630,14214,14714
2631,欧州株2631,13815,14215
2632,欧州株2632,14215,14715
2633,欧州株2633,13816,14216
2634,欧州株2634,14216,14716
2635,欧州株2635,13817,14217
2636,欧州株2636,14217,14717
2637,欧州株2637,13818,14218
2638,欧州株2638,14218,14718
2639,欧州株2639,13819,14219
2640,欧州株2640,14219,14719
2641,欧州株2641,13820,14220
2642,欧州株2642,14220,14720
2643,欧州株2643,13821,14221
2644,欧州株2644,14221,14721
2645,欧州株2645,13822,14222
2646,欧州株2646,14222,14722
2647,欧州株2647,13823,14223
2648,欧州株2648,14223,14723
2649,欧州株2649,13824,14224
2650,欧州株2650,14224,14724
2651,欧州株2651,13825,14225
2652,欧州株2652,14225,14725
2653,欧州株2653,13826,14226
2654,欧州株2654,14226,14726
2655,欧州株2655,13827,14227
2656,欧州株2656,14227,14727
2657,欧州株2657,13828,14228
2658,欧州株2658,14228,14728
2659,欧州株2659,13829,14229
2660,欧州株2660,14229,14729
2661,欧州株2661,13830,14230
2662,欧州株2662,14230,14730
2663,欧州株2663,13831,14231
2664,欧州株2664,14231,14731
2665,欧州株2665,13832,14232
2666,欧州株2666,14232,14732
2667,欧州株2667,13833,14233
2668,欧州株2668,14233,14733
2669,欧州株2669,13834,14234
2670,欧州株2670,14234,14734
2671,欧州株2671,13835,14235
2672,欧州株2672,14235,14735
2673,欧州株2673,13836,14236
2674,欧州株2674,14236,14736
2675,欧州株2675,13837,14237
2676,欧州株2676,14237,14737
2677,欧州株2677,13838,14238
2678,欧州株2678,14238,14738
2679,欧州株2679,13839,14239
2680,欧州株2680,14239,14739
2681,欧州株2681,13840,14240
2682,欧州株2682,14240,14740
2683,欧州株2683,13841,14241
2684,欧州株2684,14241,14741
2685,欧州株2685,13842,14242
2686,欧州株2686,14242,14742
2687,欧州株2687,13843,14243
2688,欧州株2688,14243,14743
2689,欧州株2689,13844,14244
2690,欧州株2690,14244,14744
2691,欧州株2691,13845,14245
2692,欧州株2692,14245,14745
2693,欧州株2693,13846,14246
2694,欧州株2694,14246,14746
2695,欧州株2695,13847,14247
2696,欧州株2696,14247,14747
2697,欧州株2697,13848,14248
2698,欧州株2698,14248,14748
2699,欧州株2699,13849,14249
2700,欧州株2700,14249,14749
2701,欧州株2701,13850,14250
2702,欧州株2702,14250,14750
2703,欧州株2703,13851,14251
2704,欧州株2704,14251,14751
2705,欧州株2705,13852,14252
2706,欧州株2706,14252,14752
2707,欧州株2707,13853,14253
2708,欧州株2708,14253,14753
2709,欧州株2709,13854,14254
2710,欧州株2710,14254,14754
2711,欧州株2711,13855,14255
2712,欧州株2712,14255,14755
2713,欧州株2713,13856,14256
2714,欧州株2714,14256,14756
2715,欧州株2715,13857,14257
2716,欧州株2716,14257,14757
2717,欧州株2717,13858,14258
2718,欧州株2718,14258,14758
2719,欧州株2719,13859,14259
2720,欧州株2720,14259,14759
2721,欧州株2721,13860,14260
2722,欧州株2722,14260,14760
2723,欧州株2723,13861,14261
2724,欧州株2724,14261,14761
2725,欧州株2725,13862,14262
2726,欧州株2726,14262,14762
2727,欧州株2727,13863,14263
2728,欧州株2728,14263,14763
2729,欧州株2729,13864,14264
2730,欧州株2730,14264,14764
2731,欧州株2731,13865,14265
2732,欧州株2732,14265,14765
2733,欧州株2733,13866,14266
2734,欧州株2734,14266,14766
2735,欧州株2735,13867,14267
2736,欧州株2736,14267,14767
2737,欧州株2737,13868,14268
2738,欧州株2738,14268,14768
2739,欧州株2739,13869,14269
2740,欧州株2740,14269,14769
2741,欧州株2741,13870,14270
2742,欧州株2742,14270,14770
2743,欧州株2743,13871,14271
2744,欧州株2744,14271,14771
2745,欧州株2745,13872,14272
2746,欧州株2746,14272,14772
2747,欧州株2747,13873,14273
2748,欧州株2748,14273,14773
2749,欧州株2749,13874,14274
2750,欧州株2750,14274,14774
2751,欧州株2751,13875,14275
2752,欧州株2752,14275,14775
2753,欧州株2753,13876,14276
2754,欧州株2754,14276,14776
2755,欧州株2755,13877,14277
2756,欧州株2756,14277,14777
2757,欧州株2757,13878,14278
2758,欧州株2758,14278,14778
2759,欧州株2759,13879,14279
2760,欧州株2760,14279,14779
2761,欧州株2761,13880,14280
2762,欧州株2762,14280,14780
2763,欧州株2763,13881,14281
2764,欧州株2764,14281,14781
2765,欧州株2765,13882,14282
2766,欧州株2766,14282,14782
2767,欧州株2767,13883,14283
2768,欧州株2768,14283,14783
2769,欧州株2769,13884,14284
2770,欧州株2770,14284,14784
2771,欧州株2771,13885,14285
2772,欧州株2772,14285,14785
2773,欧州株2773,13886,14286
2774,欧州株2774,14286,14786
2775,欧州株2775,13887,14287
2776,欧州株2776,14287,14787
2777,欧州株2777,13888,14288
2778,欧州株2778,14288,14788
2779,欧州株2779,13889,14289
2780,欧州株2780,14289,14789
2781,欧州株2781,13890,14290
2782,欧州株2782,14290,14790
2783,欧州株2783,13891,14291
2784,欧州株2784,14291,14791
2785,欧州株2785,13892,14292
2786,欧州株2786,14292,14792
2787,欧州株2787,13893,14293
2788,欧州株2788,14293,14793
2789,欧州株2789,13894,14294
2790,欧州株2790,14294,14794
2791,欧州株2791,13895,14295
2792,欧州株2792,14295,14795
2793,欧州株2793,13896,14296
2794,欧州株2794,14296,14796
2795,欧州株2795,13897,14297
2796,欧州株2796,14297,14797
2797,欧州株2797,13898,14298
2798,欧州株2798,14298,14798
2799,欧州株2799,13899,14299
2800,欧州株2800,14299,14799
2801,欧州株2801,13900,14300
2802,欧州株2802,14300,14800
2803,欧州株2803,13901,14301
2804,欧州株2804,14301,14801
2805,欧州株2805,13902,14302
2806,欧州株2806,14302,14802
2807,欧州株2807,13903,14303
2808,欧州株2808,14303,14803
2809,欧州株2809,13904,14304
2810,欧州株2810,14304,14804
2811,欧州株2811,13905,14305
2812,欧州株2812,14305,14805
2813,欧州株2813,13906,14306
2814,欧州株2814,14306,14806
2815,欧州株2815,13907,14307
2816,欧州株2816,14307,14807
2817,欧州株2817,13908,14308
2818,欧州株2818,14308,14808
2819,欧州株2819,13909,14309
2820,欧州株2820,14309,14809
2821,欧州株2821,13910,14310
2822,欧州株2822,14310,14810
2823,欧州株2823,13911,14311
2824,欧州株2824,14311,14811
2825,欧州株2825,13912,14312
2826,欧州株2826,14312,14812
2827,欧州株2827,13913,14313
2828,欧州株2828,14313,14813
2829,欧州株2829,13914,14314
2830,欧州株2830,14314,14814
2831,欧州株2831,13915,14315
2832,欧州株2832,14315,14815
2833,欧州株2833,13916,14316
2834,欧州株2834,14316,14816
2835,欧州株2835,13917,14317
2836,欧州株2836,14317,14817
2837,欧州株2837,13918,14318
2838,欧州株2838,14318,14818
2839,欧州株2839,13919,14319
2840,欧州株2840,14319,14819
2841,欧州株2841,13920,14320
2842,欧州株2842,14320,14820
2843,欧州株2843,13921,14321
2844,欧州株2844,14321,14821
2845,欧州株2845,13922,14322
2846,欧州株2846,14322,14822
2847,欧州株2847,13923,14323
2848,欧州株2848,14323,14823
2849,欧州株2849,13924,14324
2850,欧州株2850,14324,14824
2851,欧州株2851,13925,14325
2852,欧州株2852,14325,14825
2853,欧州株2853,13926,14326
2854,欧州株2854,14326,14826
2855,欧州株2855,13927,14327
2856,欧州株2856,14327,14827
2857,欧州株2857,13928,14328
2858,欧州株2858,14328,14828
2859,欧州株2859,13929,14329
2860,欧州株2860,14329,14829
2861,欧州株2861,13930,14330
2862,欧州株2862,14330,14830
2863,欧州株2863,13931,14331
2864,欧州株2864,14331,14831
2865,欧州株2865,13932,14332
2866,欧州株2866,14332,14832
2867,欧州株2867,13933,14333
2868,欧州株2868,14333,14833
2869,欧州株2869,13934,14334
2870,欧州株2870,14334,14834
2871,欧州株2871,13935,14335
2872,欧州株2872,14335,14835
2873,欧州株2873,13936,14336
2874,欧州株2874,14336,14836
2875,欧州株2875,13937,14337
2876,欧州株2876,14337,14837
2877,欧州株2877,13938,14338
2878,欧州株2878,14338,14838
2879,欧州株2879,13939,14339
2880,欧州株2880,14339,14839
2881,欧州株2881,13940,14340
2882,欧州株2882,14340,14840
2883,欧州株2883,13941,14341
2884,欧州株2884,14341,14841
2885,欧州株2885,13942,14342
2886,欧州株2886,14342,14842
2887,欧州株2887,13943,14343
2888,欧州株2888,14343,14843
2889,欧州株2889,13944,14344
2890,欧州株2890,14344,14844
2891,欧州株2891,13945,14345
2892,欧州株2892,14345,14845
2893,欧州株2893,13946,14346
2894,欧州株2894,14346,14846
2895,欧州株2895,13947,14347
2896,欧州株2896,14347,14847
2897,欧州株2897,13948,14348
2898,欧州株2898,14348,14848
2899,欧州株2899,13949,14349
2900,欧州株2900,14349,14849
2901,欧州株2901,13950,14350
2902,欧州株2902,14350,14850
2903,欧州株2903,13951,14351
2904,欧州株2904,14351,14851
2905,欧州株2905,13952,14352
2906,欧州株2906,14352,14852
2907,欧州株2907,13953,14353
2908,欧州株2908,14353,14853
2909,欧州株2909,13954,14354
2910,欧州株2910,14354,14854
2911,欧州株2911,13955,14355
2912,欧州株2912,14355,14855
2913,欧州株2913,13956,14356
2914,欧州株2914,14356,14856
2915,欧州株2915,13957,14357
2916,欧州株2916,14357,14857
2917,欧州株2917,13958,14358
2918,欧州株2918,14358,14858
2919,欧州株2919,13959,14359
2920,欧州株2920,14359,14859
2921,欧州株2921,13960,14360
2922,欧州株2922,14360,14860
2923,欧州株2923,13961,14361
2924,欧州株2924,14361,14861
2925,欧州株2925,13962,14362
2926,欧州株2926,14362,14862
2927,欧州株2927,13963,14363
2928,欧州株2928,14363,14863
2929,欧州株2929,13964,14364
2930,欧州株2930,14364,14864
2931,欧州株2931,13965,14365
2932,欧州株2932,14365,14865
2933,欧州株2933,13966,14366
2934,欧州株2934,14366,14866
2935,欧州株2935,13967,14367
2936,欧州株2936,14367,14867
2937,欧州株2937,13968,14368
2938,欧州株2938,14368,14868
2939,欧州株2939,13969,14369
2940,欧州株2940,14369,14869
2941,欧州株2941,13970,14370
2942,欧州株2942,14370,14870
2943,欧州株2943,13971,14371
2944,欧州株2944,14371,14871
2945,欧州株2945,13972,14372
2946,欧州株2946,14372,14872
2947,欧州株2947,13973,14373
2948,欧州株2948,14373,14873
2949,欧州株2949,13974,14374
2950,欧州株2950,14374,14874
2951,欧州株2951,13975,14375
2952,欧州株2952,14375,14875
2953,欧州株2953,13976,14376
2954,欧州株2954,14376,14876
2955,欧州株2955,13977,14377
2956,欧州株2956,14377,14877
2957,欧州株2957,13978,14378
2958,欧州株2958,14378,14878
2959,欧州株2959,13979,14379
2960,欧州株2960,14379,14879
2961,欧州株2961,13980,14380
2962,欧州株2962,14380,14880
2963,欧州株2963,13981,14381
2964,欧州株2964,14381,14881
2965,欧州株2965,13982,14382
2966,欧州株2966,14382,14882
2967,欧州株2967,13983,14383
2968,欧州株2968,14383,14883
2969,欧州株2969,13984,14384
2970,欧州株2970,14384,14884
2971,欧州株2971,13985,14385
2972,欧州株2972,14385,14885
2973,欧州株2973,13986,14386
2974,欧州株2974,14386,14886
2975,欧州株2975,13987,14387
2976,欧州株2976,14387,14887
2977,欧州株2977,13988,14388
2978,欧州株2978,14388,14888
2979,欧州株2979,13989,14389
2980,欧州株2980,14389,14889
2981,欧州株2981,13990,14390
2982,欧州株2982,14390,14890
2983,欧州株2983,13991,14391
2984,欧州株2984,14391,14891
2985,欧州株2985,13992,14392
2986,欧州株2986,14392,14892
2987,欧州株2987,13993,14393
2988,欧州株2988,14393,14893
2989,欧州株2989,13994,14394
2990,欧州株2990,14394,14894
2991,欧州株2991,13995,14395
2992,欧州株2992,14395,14895
2993,欧州株2993,13996,14396
2994,欧州株2994,14396,14896
2995,欧州株2995,13997,14397
2996,欧州株2996,14397,14897
2997,欧州株2997,13998,14398
2998,欧州株2998,14398,14898
2999,欧州株2999,13999,14399
3000,欧州株3000,14399,14899